date,data,cols
161,"Genesis multivariate anomaly detection prompt. The sequence has 18 numeric telemetry channels. External context: Genesis records an automated material-handling process with motor, storage, sensor, and PLC state signals.",channel1
162,"Genesis multivariate anomaly detection prompt. The sequence has 18 numeric telemetry channels. Normal context: actuator states, positions, speeds, light barriers, gripper states, and material indicators should follow the process cycle.",channel1
163,"Genesis multivariate anomaly detection prompt. The sequence has 18 numeric telemetry channels. Anomaly context: process faults may appear as mode-inconsistent motor current, position-speed mismatch, sensor disagreement, or unexpected PLC states.",channel1
164,"Genesis multivariate anomaly detection prompt. The sequence has 18 numeric telemetry channels. Cross-channel context: automation anomalies should be judged by consistency among motor motion, storage logic, gripper state, and material sensors.",channel1
165,"Genesis multivariate anomaly detection prompt. The sequence has 18 numeric telemetry channels. External context: Genesis records an automated material-handling process with motor, storage, sensor, and PLC state signals.",channel1
166,"Genesis multivariate anomaly detection prompt. The sequence has 18 numeric telemetry channels. Normal context: actuator states, positions, speeds, light barriers, gripper states, and material indicators should follow the process cycle.",channel1
167,"Genesis multivariate anomaly detection prompt. The sequence has 18 numeric telemetry channels. Anomaly context: process faults may appear as mode-inconsistent motor current, position-speed mismatch, sensor disagreement, or unexpected PLC states.",channel1
168,"Genesis multivariate anomaly detection prompt. The sequence has 18 numeric telemetry channels. Cross-channel context: automation anomalies should be judged by consistency among motor motion, storage logic, gripper state, and material sensors.",channel1
169,"Genesis multivariate anomaly detection prompt. The sequence has 18 numeric telemetry channels. External context: Genesis records an automated material-handling process with motor, storage, sensor, and PLC state signals.",channel1
170,"Genesis multivariate anomaly detection prompt. The sequence has 18 numeric telemetry channels. Normal context: actuator states, positions, speeds, light barriers, gripper states, and material indicators should follow the process cycle.",channel1
171,"Genesis multivariate anomaly detection prompt. The sequence has 18 numeric telemetry channels. Anomaly context: process faults may appear as mode-inconsistent motor current, position-speed mismatch, sensor disagreement, or unexpected PLC states.",channel1
172,"Genesis multivariate anomaly detection prompt. The sequence has 18 numeric telemetry channels. Cross-channel context: automation anomalies should be judged by consistency among motor motion, storage logic, gripper state, and material sensors.",channel1
173,"Genesis multivariate anomaly detection prompt. The sequence has 18 numeric telemetry channels. External context: Genesis records an automated material-handling process with motor, storage, sensor, and PLC state signals.",channel1
174,"Genesis multivariate anomaly detection prompt. The sequence has 18 numeric telemetry channels. Normal context: actuator states, positions, speeds, light barriers, gripper states, and material indicators should follow the process cycle.",channel1
175,"Genesis multivariate anomaly detection prompt. The sequence has 18 numeric telemetry channels. Anomaly context: process faults may appear as mode-inconsistent motor current, position-speed mismatch, sensor disagreement, or unexpected PLC states.",channel1
176,"Genesis multivariate anomaly detection prompt. The sequence has 18 numeric telemetry channels. Cross-channel context: automation anomalies should be judged by consistency among motor motion, storage logic, gripper state, and material sensors.",channel1
177,"Genesis multivariate anomaly detection prompt. The sequence has 18 numeric telemetry channels. External context: Genesis records an automated material-handling process with motor, storage, sensor, and PLC state signals.",channel1
178,"Genesis multivariate anomaly detection prompt. The sequence has 18 numeric telemetry channels. Normal context: actuator states, positions, speeds, light barriers, gripper states, and material indicators should follow the process cycle.",channel1
179,"Genesis multivariate anomaly detection prompt. The sequence has 18 numeric telemetry channels. Anomaly context: process faults may appear as mode-inconsistent motor current, position-speed mismatch, sensor disagreement, or unexpected PLC states.",channel1
